"","ensembl_gene_id","hgnc_symbol"
"12822","ENSG00000275180",""
"12823","ENSG00000111110","PPM1H"
"12824","ENSG00000241941","RPL32P26"
"12825","ENSG00000213352","GAPDHP44"
"12826","ENSG00000200296","RNU1-83P"
"12827","ENSG00000252660",""
"12828","ENSG00000139239","RPL14P1"
"12829","ENSG00000257779",""
"12830","ENSG00000250517","LDHAL6CP"
"12831","ENSG00000257235",""
"12832","ENSG00000257664","RSL24D1P5"
"12833","ENSG00000166148","AVPR1A"
"12834","ENSG00000279444",""
"12835","ENSG00000257332","HNRNPA1P69"
"12836","ENSG00000258117",""
"12837","ENSG00000177990","DPY19L2"
"12838","ENSG00000249753",""
"12839","ENSG00000257005",""
"12840","ENSG00000255583",""
"12841","ENSG00000240027",""
"12842","ENSG00000118600","RXYLT1"
"12843","ENSG00000255850","RXYLT1-AS1"
"12844","ENSG00000255642","PABPC1P4"
"12845","ENSG00000196935","SRGAP1"
"12846","ENSG00000242087","RPL36AP41"
"12847","ENSG00000256571",""
"12848","ENSG00000256399",""
"12849","ENSG00000255780",""
"12850","ENSG00000255886",""
"12851","ENSG00000287618",""
"12852","ENSG00000255817",""
"12853","ENSG00000255629",""
"12854","ENSG00000174206","C12orf66"
"12855","ENSG00000212298","RNU6-1009P"
"12856","ENSG00000243024",""
"12857","ENSG00000251788","RNU5A-7P"
"12858","ENSG00000185306","C12orf56"
"12859","ENSG00000256192",""
"12860","ENSG00000256293",""
"12861","ENSG00000238440",""
"12862","ENSG00000184575","XPOT"
"12863","ENSG00000255566",""
"12864","ENSG00000277895",""
"12865","ENSG00000183735","TBK1"
"12866","ENSG00000153179","RASSF3"
"12867","ENSG00000256199",""
"12868","ENSG00000223294",""
"12869","ENSG00000256670",""
"12870","ENSG00000266016","MIR548Z"
"12871","ENSG00000207546","MIR548C"
"12872","ENSG00000225195",""
"12873","ENSG00000256314",""
"12874","ENSG00000280320",""
"12875","ENSG00000280181",""
"12876","ENSG00000135677","GNS"
"12877","ENSG00000111490","TBC1D30"
"12878","ENSG00000288591",""
"12879","ENSG00000286682",""
"12880","ENSG00000243020","RPL7P39"
"12881","ENSG00000255693","LINC02389"
"12882","ENSG00000248995","LINC02231"
"12883","ENSG00000221564","RNU6ATAC42P"
"12884","ENSG00000198671",""
"12885","ENSG00000156076","WIF1"
"12886","ENSG00000207099","RNU6-166P"
"12887","ENSG00000255700","APOOP3"
"12888","ENSG00000174106","LEMD3"
"12889","ENSG00000276853",""
"12890","ENSG00000174099","MSRB3"
"12891","ENSG00000250280",""
"12892","ENSG00000215208","KRT18P60"
"12893","ENSG00000250748",""
"12894","ENSG00000255866",""
"12895","ENSG00000256268","LINC02454"
"12896","ENSG00000256915",""
"12897","ENSG00000213344","PCNPP3"
"12898","ENSG00000241749","RPSAP52"
"12899","ENSG00000149948","HMGA2"
"12900","ENSG00000277945",""
"12901","ENSG00000197301","HMGA2-AS1"
"12902","ENSG00000256083",""
"12903","ENSG00000276878","MIR6074"
"12904","ENSG00000256259","LINC02425"
"12905","ENSG00000213343","RPL21P18"
"12906","ENSG00000251857","RNA5SP362"
"12907","ENSG00000139233","LLPH"
"12908","ENSG00000228144",""
"12909","ENSG00000239335","LLPH-DT"
"12910","ENSG00000155957","TMBIM4"
"12911","ENSG00000090376","IRAK3"
"12912","ENSG00000225422","RBMS1P1"
"12913","ENSG00000284011","MIR6502"
"12914","ENSG00000256072",""
"12915","ENSG00000256777","PDCL3P7"
"12916","ENSG00000222744","RN7SKP166"
"12917","ENSG00000127311","HELB"
"12918","ENSG00000155974","GRIP1"
"12919","ENSG00000256285","OSBPL9P5"
"12920","ENSG00000256420","OSBPL9P4"
"12921","ENSG00000257083",""
"12922","ENSG00000279310",""
"12923","ENSG00000255976","RAB11AP2"
"12924","ENSG00000237766","GGTA2P"
"12925","ENSG00000111530","CAND1"
"12926","ENSG00000286563",""
"12927","ENSG00000256037","MRPL40P1"
"12928","ENSG00000256355","NTAN1P3"
"12929","ENSG00000256172","LINC02420"
"12930","ENSG00000203585","LINC02408"
"12931","ENSG00000256077","LINC02442"
"12932","ENSG00000127334","DYRK2"
"12933","ENSG00000235872",""
"12934","ENSG00000255970","LINC02421"
"12935","ENSG00000279505",""
"12936","ENSG00000255772","LINC01479"
"12937","ENSG00000256835",""
"12938","ENSG00000255733","IFNG-AS1"
"12939","ENSG00000244432","RPL39P28"
"12940","ENSG00000236946","HNRNPA1P70"
"12941","ENSG00000256708",""
"12942","ENSG00000111537","IFNG"
"12943","ENSG00000111536","IL26"
"12944","ENSG00000127318","IL22"
"12945","ENSG00000111554","MDM1"
"12946","ENSG00000251301","LINC02384"
"12947","ENSG00000256273",""
"12948","ENSG00000273824",""
"12949","ENSG00000256075",""
"12950","ENSG00000256917",""
"12951","ENSG00000240087","RPSAP12"
"12952","ENSG00000274459",""
"12953","ENSG00000127314","RAP1B"
"12954","ENSG00000234040","RPL10P12"
"12955","ENSG00000206650","SNORA70G"
"12956","ENSG00000234925","ATP5PDP4"
"12957","ENSG00000247363",""
"12958","ENSG00000241825","RPL7P42"
"12959","ENSG00000111581","NUP107"
"12960","ENSG00000233560","KRT8P39"
"12961","ENSG00000175782","SLC35E3"
"12962","ENSG00000256678",""
"12963","ENSG00000135679","MDM2"
"12964","ENSG00000256325",""
"12965","ENSG00000257181",""
"12966","ENSG00000256664",""
"12967","ENSG00000135678","CPM"
"12968","ENSG00000252770","RNU7-4P"
"12969","ENSG00000257289",""
"12970","ENSG00000257336","PRELID2P1"
"12971","ENSG00000258140",""
"12972","ENSG00000111605","CPSF6"
"12973","ENSG00000283476","MIR1279"
"12974","ENSG00000257818","C1GALT1P1"
"12975","ENSG00000274979",""
"12976","ENSG00000090382","LYZ"
"12977","ENSG00000257764",""
"12978","ENSG00000127337","YEATS4"
"12979","ENSG00000266185","RN7SL804P"
"12980","ENSG00000241765","RPS26P45"
"12981","ENSG00000257507","LINC02373"
"12982","ENSG00000166225","FRS2"
"12983","ENSG00000264405","MIR3913-1"
"12984","ENSG00000283677","MIR3913-2"
"12985","ENSG00000166226","CCT2"
"12986","ENSG00000198812","LRRC10"
"12987","ENSG00000127325","BEST3"
"12988","ENSG00000279551",""
"12989","ENSG00000247131",""
"12990","ENSG00000127328","RAB3IP"
"12991","ENSG00000258052",""
"12992","ENSG00000166268","MYRFL"
"12993","ENSG00000257815","PRANCR"
"12994","ENSG00000257241",""
"12995","ENSG00000257139","LINC02821"
"12996","ENSG00000287132",""
"12997","ENSG00000111596","CNOT2"
"12998","ENSG00000279530",""
"12999","ENSG00000135643","KCNMB4"
"13000","ENSG00000222405","RNU4-65P"
"13001","ENSG00000258168",""
"13002","ENSG00000127329","PTPRB"
"13003","ENSG00000277247",""
"13004","ENSG00000153233","PTPRR"
"13005","ENSG00000257302","FAHD2P1"
"13006","ENSG00000207387",""
"13007","ENSG00000257265",""
"13008","ENSG00000257454",""
"13009","ENSG00000258053",""
"13010","ENSG00000127324","TSPAN8"
"13011","ENSG00000139292","LGR5"
"13012","ENSG00000277223",""
"13013","ENSG00000288530",""
"13014","ENSG00000257761",""
"13015","ENSG00000133858","ZFC3H1"
"13016","ENSG00000212461",""
"13017","ENSG00000173451","THAP2"
"13018","ENSG00000258064",""
"13019","ENSG00000139291","TMEM19"
"13020","ENSG00000257515",""
"13021","ENSG00000080371","RAB21"
"13022","ENSG00000257410",""
"13023","ENSG00000257991",""
"13024","ENSG00000121749","TBC1D15"
"13025","ENSG00000257802",""
"13026","ENSG00000139287","TPH2"
"13027","ENSG00000258115",""
"13028","ENSG00000072657","TRHDE"
"13029","ENSG00000236333","TRHDE-AS1"
"13030","ENSG00000257287","H3P35"
"13031","ENSG00000257723","CHCHD3P2"
"13032","ENSG00000258235",""
"13033","ENSG00000258294",""
"13034","ENSG00000258123","LINC02444"
"13035","ENSG00000257682",""
"13036","ENSG00000243164",""
"13037","ENSG00000252415","RNU6-1012P"
"13038","ENSG00000257750","LINC02445"
"13039","ENSG00000201809",""
"13040","ENSG00000251138","LINC02882"
"13041","ENSG00000257587",""
"13042","ENSG00000258332","LINC02394"
"13043","ENSG00000258320",""
"13044","ENSG00000257183",""
"13045","ENSG00000257113",""
"13046","ENSG00000257364","VENTXP3"
"13047","ENSG00000253719","ATXN7L3B"
"13048","ENSG00000257386",""
"13049","ENSG00000257323",""
"13050","ENSG00000188646",""
"13051","ENSG00000257998",""
"13052","ENSG00000257434",""
"13053","ENSG00000166006","KCNC2"
"13054","ENSG00000254451","CAPS2-AS1"
"13055","ENSG00000258112","CCNG2P1"
"13056","ENSG00000180881","CAPS2"
"13057","ENSG00000257823",""
"13058","ENSG00000273987",""
"13059","ENSG00000173401","GLIPR1L1"
"13060","ENSG00000180481","GLIPR1L2"
"13061","ENSG00000139278","GLIPR1"
"13062","ENSG00000257497",""
"13063","ENSG00000111615","KRR1"
"13064","ENSG00000258077",""
"13065","ENSG00000257777",""
"13066","ENSG00000286259",""
"13067","ENSG00000258245","RPL10P13"
"13068","ENSG00000251893",""
"13069","ENSG00000258088",""
"13070","ENSG00000258091",""
"13071","ENSG00000243420","RN7SL734P"
"13072","ENSG00000257329",""
"13073","ENSG00000198923",""
"13074","ENSG00000139289","PHLDA1"
"13075","ENSG00000257453",""
"13076","ENSG00000257839",""
"13077","ENSG00000187109","NAP1L1"
"13078","ENSG00000257941",""
"13079","ENSG00000258304",""
"13080","ENSG00000257872",""
"13081","ENSG00000252858","RNU6-1271P"
"13082","ENSG00000257219","LNCOG"
"13083","ENSG00000223273","RN7SKP172"
"13084","ENSG00000179941","BBS10"
"13085","ENSG00000091039","OSBPL8"
"13086","ENSG00000257526",""
"13087","ENSG00000287030",""
"13088","ENSG00000213272","RPL7AP9"
"13089","ENSG00000271142","YWHAQP7"
"13090","ENSG00000243071",""
"13091","ENSG00000241045","RPL7P43"
"13092","ENSG00000258090",""
"13093","ENSG00000186908","ZDHHC17"
"13094","ENSG00000175183","CSRP2"
"13095","ENSG00000257910",""
"13096","ENSG00000257199",""
"13097","ENSG00000165891","E2F7"
"13098","ENSG00000286476",""
"13099","ENSG00000257677","LINC02464"
"13100","ENSG00000067798","NAV3"
"13101","ENSG00000257835",""
"13102","ENSG00000258066",""
"13103","ENSG00000258225",""
"13104","ENSG00000257220","PRXL2AP1"
"13105","ENSG00000258220","LINC02424"
"13106","ENSG00000258084",""
"13107","ENSG00000257879",""
"13108","ENSG00000257165",""
"13109","ENSG00000257564",""
"13110","ENSG00000257948",""
"13111","ENSG00000067715","SYT1"
"13112","ENSG00000257191",""
"13113","ENSG00000257894",""
"13114","ENSG00000221788","MIR1252"
"13115","ENSG00000257604",""
"13116","ENSG00000257474",""
"13117","ENSG00000257956","NOP56P3"
"13118","ENSG00000177425","PAWR"
"13119","ENSG00000258048",""
"13120","ENSG00000058272","PPP1R12A"
"13121","ENSG00000277130",""
"13122","ENSG00000258044",""
"13123","ENSG00000201942","RNA5SP363"
"13124","ENSG00000257557","PPP1R12A-AS1"
"13125","ENSG00000271496","SNRPGP20"
"13126","ENSG00000239473","RPL7P38"
"13127","ENSG00000238842","RNU7-106P"
"13128","ENSG00000165899","OTOGL"
"13129","ENSG00000230291",""
"13130","ENSG00000222880","RN7SKP261"
"13131","ENSG00000139304","PTPRQ"
"13132","ENSG00000257786","AKIRIN1P1"
"13133","ENSG00000257429",""
"13134","ENSG00000111046","MYF6"
"13135","ENSG00000111049","MYF5"
"13136","ENSG00000257741","LINC01490"
"13137","ENSG00000111052","LIN7A"
"13138","ENSG00000207763","MIR617"
"13139","ENSG00000258215",""
"13140","ENSG00000208022","MIR618"
"13141","ENSG00000111058","ACSS3"
"13142","ENSG00000258026",""
"13143","ENSG00000265227","MIR4699"
"13144","ENSG00000139220","PPFIA2"
"13145","ENSG00000257467","PPFIA2-AS1"
"13146","ENSG00000258162",""
"13147","ENSG00000258375",""
"13148","ENSG00000257609",""
"13149","ENSG00000257747","LINC02426"
"13150","ENSG00000258193",""
"13151","ENSG00000133773","CCDC59"
"13152","ENSG00000127720","METTL25"
"13153","ENSG00000257875",""
"13154","ENSG00000258170",""
"13155","ENSG00000257837",""
"13156","ENSG00000257431",""
"13157","ENSG00000286043",""
"13158","ENSG00000179104","TMTC2"
"13159","ENSG00000252220","RNU6-977P"
"13160","ENSG00000213270","RPL6P25"
"13161","ENSG00000258338",""
"13162","ENSG00000257124",""
"13163","ENSG00000285191",""
"13164","ENSG00000257729",""
"13165","ENSG00000221148",""
"13166","ENSG00000258358",""
"13167","ENSG00000257296",""
"13168","ENSG00000072041","SLC6A15"
"13169","ENSG00000258073",""
"13170","ENSG00000231738","TSPAN19"
"13171","ENSG00000133640","LRRIQ1"
"13172","ENSG00000180318","ALX1"
"13173","ENSG00000258815","LINC02820"
"13174","ENSG00000257855",""
"13175","ENSG00000258206",""
"13176","ENSG00000198774","RASSF9"
"13177","ENSG00000133636","NTS"
"13178","ENSG00000182050","MGAT4C"
"13179","ENSG00000258178",""
"13180","ENSG00000257897",""
"13181","ENSG00000258185",""
"13182","ENSG00000280049",""
"13183","ENSG00000242850","RPL23AP68"
"13184","ENSG00000258205",""
"13185","ENSG00000257648","CYCSP30"
"13186","ENSG00000258173",""
"13187","ENSG00000258128","MKRN9P"
"13188","ENSG00000257912","LINC02258"
"13189","ENSG00000257940",""
"13190","ENSG00000258179",""
"13191","ENSG00000240721","RPS4XP15"
"13192","ENSG00000165805","C12orf50"
"13193","ENSG00000133641","C12orf29"
"13194","ENSG00000198707","CEP290"
"13195","ENSG00000252747","RNA5SP364"
"13196","ENSG00000257752",""
"13197","ENSG00000139324","TMTC3"
"13198","ENSG00000199245",""
"13199","ENSG00000049130","KITLG"
"13200","ENSG00000281333",""
"13201","ENSG00000252850","RNU1-117P"
"13202","ENSG00000278011",""
"13203","ENSG00000246363","LINC02458"
"13204","ENSG00000257629",""
"13205","ENSG00000238302","RNU7-120P"
"13206","ENSG00000257820","MRPS6P4"
"13207","ENSG00000139318","DUSP6"
"13208","ENSG00000274021",""
"13209","ENSG00000286608",""
"13210","ENSG00000271327",""
"13211","ENSG00000271259",""
"13212","ENSG00000139323","POC1B"
"13213","ENSG00000226982","CENPCP1"
"13214","ENSG00000259075","POC1B-GALNT4"
"13215","ENSG00000257594","GALNT4"
"13216","ENSG00000270344","POC1B-AS1"
"13217","ENSG00000279939",""
"13218","ENSG00000258302",""
"13219","ENSG00000070961","ATP2B1"
"13220","ENSG00000271614","ATP2B1-AS1"
"13221","ENSG00000258216",""
"13222","ENSG00000252207","RNA5SP365"
"13223","ENSG00000257480","MRPL2P1"
"13224","ENSG00000252823","RNU6-148P"
"13225","ENSG00000258290","BRWD1P2"
"13226","ENSG00000257725","LINC02399"
"13227","ENSG00000257194",""
"13228","ENSG00000258183","LINC02392"
"13229","ENSG00000286021","LINC02822"
"13230","ENSG00000288102",""
"13231","ENSG00000257995",""
"13232","ENSG00000257787",""
"13233","ENSG00000197651","CCER1"
"13234","ENSG00000196243","LINC00615"
"13235","ENSG00000083782","EPYC"
"13236","ENSG00000139330","KERA"
"13237","ENSG00000139329","LUM"
"13238","ENSG00000011465","DCN"
"13239","ENSG00000258148",""
"13240","ENSG00000258100","LINC02823"
"13241","ENSG00000286049",""
"13242","ENSG00000274647",""
"13243","ENSG00000277738",""
"13244","ENSG00000258125",""
"13245","ENSG00000258224",""
"13246","ENSG00000257893","LINC02404"
"13247","ENSG00000257863",""
"13248","ENSG00000257242","LINC01619"
"13249","ENSG00000286907",""
"13250","ENSG00000287714",""
"13251","ENSG00000133639","BTG1"
"13252","ENSG00000245904",""
"13253","ENSG00000239201","RPL21P106"
"13254","ENSG00000199895",""
"13255","ENSG00000277851","LINC02391"
"13256","ENSG00000205057","CLLU1-AS1"
"13257","ENSG00000257127","CLLU1"
"13258","ENSG00000266923",""
"13259","ENSG00000205056","LINC02397"
"13260","ENSG00000258262",""
"13261","ENSG00000187510","PLEKHG7"
"13262","ENSG00000102189","EEA1"
"13263","ENSG00000258012",""
"13264","ENSG00000257195","HNRNPA1P50"
"13265","ENSG00000202534","RNU6-1329P"
"13266","ENSG00000257345","LINC02413"
"13267","ENSG00000257322",""
"13268","ENSG00000207365",""
"13269","ENSG00000270506",""
"13270","ENSG00000256393","RPL41P5"
"13271","ENSG00000257746",""
"13272","ENSG00000257210","NACAP8"
"13273","ENSG00000258171","LINC02412"
"13274","ENSG00000201502",""
"13275","ENSG00000257512",""
"13276","ENSG00000257252",""
"13277","ENSG00000173598","NUDT4"
"13278","ENSG00000177889","UBE2N"
"13279","ENSG00000200011",""
"13280","ENSG00000198015","MRPL42"
"13281","ENSG00000243015","RN7SL737P"
"13282","ENSG00000258271",""
"13283","ENSG00000246985","SOCS2-AS1"
"13284","ENSG00000120833","SOCS2"
"13285","ENSG00000186076",""
"13286","ENSG00000169372","CRADD"
"13287","ENSG00000258274",""
"13288","ENSG00000264978","RN7SL630P"
"13289","ENSG00000258303",""
"13290","ENSG00000257283",""
"13291","ENSG00000271382",""
"13292","ENSG00000223126","RN7SKP263"
"13293","ENSG00000257360",""
"13294","ENSG00000136040","PLXNC1"
"13295","ENSG00000258035",""
"13296","ENSG00000287237",""
"13297","ENSG00000258172",""
"13298","ENSG00000258365",""
"13299","ENSG00000173588","CEP83"
"13300","ENSG00000244391","RN7SL330P"
"13301","ENSG00000213250","RBMS2P1"
"13302","ENSG00000278916","CEP83-DT"
"13303","ENSG00000257400",""
"13304","ENSG00000244091","RN7SL483P"
"13305","ENSG00000258357","NSA2P2"
"13306","ENSG00000236349","SUCLG2P2"
"13307","ENSG00000266099","MIR5700"
"13308","ENSG00000057704","TMCC3"
"13309","ENSG00000283818","MIR7844"
"13310","ENSG00000257847","LSM3P2"
"13311","ENSG00000216306","KRT19P2"
"13312","ENSG00000283998","MIR492"
"13313","ENSG00000184752","NDUFA12"
"13314","ENSG00000120798","NR2C1"
"13315","ENSG00000180263","FGD6"
"13316","ENSG00000257121",""
"13317","ENSG00000237774",""
"13318","ENSG00000028203","VEZT"
"13319","ENSG00000202470",""
"13320","ENSG00000257666","CBX3P5"
"13321","ENSG00000212535","RNU6-808P"
"13322","ENSG00000199172","MIR331"
"13323","ENSG00000265917","MIR3685"
"13324","ENSG00000257943",""
"13325","ENSG00000258313",""
"13326","ENSG00000222544","RNU6-735P"
"13327","ENSG00000241556",""
"13328","ENSG00000111142","METAP2"
"13329","ENSG00000136014","USP44"
"13330","ENSG00000257150","PGAM1P5"
"13331","ENSG00000212448",""
"13332","ENSG00000074527","NTN4"
"13333","ENSG00000258343",""
"13334","ENSG00000199506","RNU6-247P"
"13335","ENSG00000258292","LINC02410"
"13336","ENSG00000139343","SNRPF"
"13337","ENSG00000165972","CCDC38"
"13338","ENSG00000285030",""
"13339","ENSG00000139344","AMDHD1"
"13340","ENSG00000084110","HAL"
"13341","ENSG00000257878",""
"13342","ENSG00000111144","LTA4H"
"13343","ENSG00000257715",""
"13344","ENSG00000258251","YPEL5P3"
"13345","ENSG00000277062","RN7SL88P"
"13346","ENSG00000283422","LINC02452"
"13347","ENSG00000111145","ELK3"
"13348","ENSG00000258177",""
"13349","ENSG00000287454",""
"13350","ENSG00000059758","CDK17"
"13351","ENSG00000201435","RNU4-24P"
"13352","ENSG00000257169",""
"13353","ENSG00000258272",""
"13354","ENSG00000252827","RN7SKP11"
"13355","ENSG00000188596","CFAP54"
"13356","ENSG00000258846","EEF1A1P33"
"13357","ENSG00000139350","NEDD1"
"13358","ENSG00000202368",""
"13359","ENSG00000258131",""
"13360","ENSG00000257470",""
"13361","ENSG00000279190",""
"13362","ENSG00000286434",""
"13363","ENSG00000257920","LINC02409"
"13364","ENSG00000255794","RMST"
"13365","ENSG00000221479","MIR1251"
"13366","ENSG00000273942",""
"13367","ENSG00000274230",""
"13368","ENSG00000275231",""
"13369","ENSG00000273570",""
"13370","ENSG00000275971",""
"13371","ENSG00000274819",""
"13372","ENSG00000251844",""
"13373","ENSG00000278802",""
"13374","ENSG00000276398",""
"13375","ENSG00000279798",""
"13376","ENSG00000207586","MIR135A2"
"13377","ENSG00000277081",""
"13378","ENSG00000257157",""
"13379","ENSG00000257501",""
"13380","ENSG00000206899","RNU6-36P"
"13381","ENSG00000265861","MIR4495"
"13382","ENSG00000263890","MIR4303"
"13383","ENSG00000258312",""
"13384","ENSG00000257580",""
"13385","ENSG00000201296","RNU4-41P"
"13386","ENSG00000286056",""
"13387","ENSG00000227825","SLC9A7P1"
"13388","ENSG00000245017","LINC02453"
"13389","ENSG00000257167","TMPO-AS1"
"13390","ENSG00000120802","TMPO"
"13391","ENSG00000225185","PPIAP8"
"13392","ENSG00000075415","SLC25A3"
"13393","ENSG00000212443","SNORA53"
"13394","ENSG00000166130","IKBIP"
"13395","ENSG00000120868","APAF1"
"13396","ENSG00000185046","ANKS1B"
"13397","ENSG00000258204",""
"13398","ENSG00000257458",""
"13399","ENSG00000202324","RNA5SP366"
"13400","ENSG00000258039",""
"13401","ENSG00000180219","FAM71C"
"13402","ENSG00000287675",""
"13403","ENSG00000214203","RPS4XP1"
"13404","ENSG00000279148",""
"13405","ENSG00000111647","UHRF1BP1L"
"13406","ENSG00000280088",""
"13407","ENSG00000257696",""
"13408","ENSG00000238105","GOLGA2P5"
"13409","ENSG00000266610","RN7SL176P"
"13410","ENSG00000257489",""
"13411","ENSG00000221476","MIR1827"
"13412","ENSG00000075089","ACTR6"
"13413","ENSG00000166153","DEPDC4"
"13414","ENSG00000206790",""
"13415","ENSG00000136021","SCYL2"
"13416","ENSG00000179520","SLC17A8"
"13417","ENSG00000012504","NR1H4"
"13418","ENSG00000271177",""
"13419","ENSG00000139354","GAS2L3"
"13420","ENSG00000257803",""
"13421","ENSG00000151572","ANO4"
"13422","ENSG00000257325",""
"13423","ENSG00000258007",""
"13424","ENSG00000258033",""
"13425","ENSG00000256870","SLC5A8"
"13426","ENSG00000207414","RNU6-768P"
"13427","ENSG00000241744",""
"13428","ENSG00000120800","UTP20"
"13429","ENSG00000120805","ARL1"
"13430","ENSG00000257543",""
"13431","ENSG00000222890","RNU6-1068P"
"13432","ENSG00000239413","RPS27P23"
"13433","ENSG00000206929",""
"13434","ENSG00000202249","RNU5E-5P"
"13435","ENSG00000252366","RNA5SP367"
"13436","ENSG00000166211","SPIC"
"13437","ENSG00000196091","MYBPC1"
"13438","ENSG00000257514",""
"13439","ENSG00000274560",""
"13440","ENSG00000111666","CHPT1"
"13441","ENSG00000199933","RNY1P16"
"13442","ENSG00000139351","SYCP3"
"13443","ENSG00000111670","GNPTAB"
"13444","ENSG00000222255","RNU6-101P"
"13445","ENSG00000258230",""
"13446","ENSG00000201168","RNA5SP368"
"13447","ENSG00000222932","RNU6-172P"
"13448","ENSG00000223046","RNA5SP369"
"13449","ENSG00000252863","RNU6-1183P"
"13450","ENSG00000258153","HSPE1P4"
"13451","ENSG00000136048","DRAM1"
"13452","ENSG00000257202",""
"13453","ENSG00000241917",""
"13454","ENSG00000258308",""
"13455","ENSG00000258288","NENFP2"
"13456","ENSG00000120860","WASHC3"
"13457","ENSG00000257222",""
"13458","ENSG00000075188","NUP37"
"13459","ENSG00000185480","PARPBP"
"13460","ENSG00000183395","PMCH"
"13461","ENSG00000281344","HELLPAR"
"13462","ENSG00000264554","RN7SL793P"
"13463","ENSG00000258142",""
"13464","ENSG00000283052","LINC02456"
"13465","ENSG00000017427","IGF1"
"13466","ENSG00000257254",""
"13467","ENSG00000258169","LINC00485"
"13468","ENSG00000171759","PAH"
"13469","ENSG00000282964",""
"13470","ENSG00000139352","ASCL1"
"13471","ENSG00000288092",""
"13472","ENSG00000257703",""
"13473","ENSG00000257860",""
"13474","ENSG00000179088","C12orf42"
"13475","ENSG00000257415",""
"13476","ENSG00000257994",""
"13477","ENSG00000286197",""
"13478","ENSG00000257762","LINC02401"
"13479","ENSG00000136011","STAB2"
"13480","ENSG00000212594",""
"13481","ENSG00000257737",""
"13482","ENSG00000257766",""
"13483","ENSG00000257681",""
"13484","ENSG00000111696","NT5DC3"
"13485","ENSG00000257754",""
"13486","ENSG00000257327",""
"13487","ENSG00000214198","TTC41P"
"13488","ENSG00000166598","HSP90B1"
"13489","ENSG00000284503","MIR3652"
"13490","ENSG00000204954","C12orf73"
"13491","ENSG00000139372","TDG"
"13492","ENSG00000120820","GLT8D2"
"13493","ENSG00000216285",""
"13494","ENSG00000111727","HCFC2"
"13495","ENSG00000120837","NFYB"
"13496","ENSG00000199415","RNA5SP370"
"13497","ENSG00000257193","LINC02385"
"13498","ENSG00000286258",""
"13499","ENSG00000198431","TXNRD1"
"13500","ENSG00000257732",""
"13501","ENSG00000213442","RPL18AP3"
"13502","ENSG00000255150","EID3"
"13503","ENSG00000171310","CHST11"
"13504","ENSG00000258111",""
"13505","ENSG00000279176",""
"13506","ENSG00000264295","MIR3922"
"13507","ENSG00000136052","SLC41A2"
"13508","ENSG00000222579",""
"13509","ENSG00000286410",""
"13510","ENSG00000257758","KRT18P20"
"13511","ENSG00000151131","C12orf45"
"13512","ENSG00000136010","ALDH1L2"
"13513","ENSG00000136051","WASHC4"
"13514","ENSG00000136044","APPL2"
"13515","ENSG00000235162","C12orf75"
"13516","ENSG00000286903",""
"13517","ENSG00000257642",""
"13518","ENSG00000286520",""
"13519","ENSG00000257859","CASC18"
"13520","ENSG00000257773","ST13P3"
"13521","ENSG00000257890",""
"13522","ENSG00000074590","NUAK1"
"13523","ENSG00000257438",""
"13524","ENSG00000257611",""
"13525","ENSG00000136026","CKAP4"
"13526","ENSG00000258355",""
"13527","ENSG00000277715",""
"13528","ENSG00000238609","RNU7-94P"
"13529","ENSG00000166046","TCP11L2"
"13530","ENSG00000013503","POLR3B"
"13531","ENSG00000257545",""
"13532","ENSG00000111783","RFX4"
"13533","ENSG00000257711",""
"13534","ENSG00000257918",""
"13535","ENSG00000111785","RIC8B"
"13536","ENSG00000287957",""
"13537","ENSG00000257119","EEF1B2P4"
"13538","ENSG00000240631","RPL30P12"
"13539","ENSG00000260329",""
"13540","ENSG00000151135","TMEM263"
"13541","ENSG00000120832","MTERF2"
"13542","ENSG00000008405","CRY1"
"13543","ENSG00000257548",""
"13544","ENSG00000286678",""
"13545","ENSG00000257444","SETP7"
"13546","ENSG00000151136","BTBD11"
"13547","ENSG00000200897",""
"13548","ENSG00000222302","RNA5SP371"
"13549","ENSG00000257579",""
"13550","ENSG00000222160",""
"13551","ENSG00000136045","PWP1"
"13552","ENSG00000240441",""
"13553","ENSG00000110851","PRDM4"
"13554","ENSG00000258136",""
"13555","ENSG00000187855","ASCL4"
"13556","ENSG00000257398",""
"13557","ENSG00000257951",""
"13558","ENSG00000257392",""
"13559","ENSG00000257426",""
"13560","ENSG00000258072",""
"13561","ENSG00000257129",""
"13562","ENSG00000075035","WSCD2"
"13563","ENSG00000257281",""
"13564","ENSG00000174600","CMKLR1"
"13565","ENSG00000247213","LINC01498"
"13566","ENSG00000198855","FICD"
"13567","ENSG00000075856","SART3"
"13568","ENSG00000287202",""
"13569","ENSG00000136003","ISCU"
"13570","ENSG00000183160","TMEM119"
"13571","ENSG00000110876","SELPLG"
"13572","ENSG00000257221",""
"13573","ENSG00000284388","MIR4496"
"13574","ENSG00000110880","CORO1C"
"13575","ENSG00000238457","RNU7-169P"
"13576","ENSG00000200060",""
"13577","ENSG00000273499",""
"13578","ENSG00000084112","SSH1"
"13579","ENSG00000280110",""
"13580","ENSG00000274598",""
"13581","ENSG00000207622","MIR619"
"13582","ENSG00000110887","DAO"
"13583","ENSG00000166111","SVOP"
"13584","ENSG00000201324","RNU6-361P"
"13585","ENSG00000279630",""
"13586","ENSG00000135093","USP30"
"13587","ENSG00000256262","USP30-AS1"
"13588","ENSG00000212138","RNA5SP372"
"13589","ENSG00000189046","ALKBH2"
