"","ensembl_gene_id","hgnc_symbol","logFC","logCPM","LR","PValue","FDR","1*KO_SALI -1*SALI"
"10558","ENSG00000225057","",0.940737971948833,0.389044309982724,2.09685528306981,0.147602441807469,0.952263155089287,0
"10911","ENSG00000229473","RGS17P1",0.857210424582876,-0.0158528907250384,2.11734950307518,0.145638393541951,0.952263155089287,0
"10932","ENSG00000229789",NA,0.767551434573955,2.50912955534542,2.11971060580965,0.145414018397796,0.952263155089287,0
"11201","ENSG00000233184","",-0.420112871695775,3.64805161160174,2.10464548721876,0.146852374474765,0.952263155089287,0
"11231","ENSG00000233559","LINC00513",0.868041660911123,2.19196234284212,2.11694389650443,0.145676977520647,0.952263155089287,0
"11387","ENSG00000235527","HIPK1-AS1",1.06178470458891,0.530239292425168,2.08810205989381,0.148450396196736,0.952263155089287,0
"11618","ENSG00000239246","",0.686810212844654,1.24537577865584,2.09291616043393,0.147983359311451,0.952263155089287,0
"11846","ENSG00000243498","UBA52P5",1.23137651992417,0.253234595900409,2.09076469611202,0.148191876862669,0.952263155089287,0
"11956","ENSG00000246334","PRR7-AS1",0.795332122710479,3.10804314043585,2.10003951457997,0.147295331978798,0.952263155089287,0
"12011","ENSG00000248347","",1.06129127058535,0.468975630939399,2.11713924483877,0.145658393257354,0.952263155089287,0
"12123","ENSG00000250539","KRT8P33",0.641836909036474,0.699973011868882,2.09354291788698,0.147922676997777,0.952263155089287,0
"12323","ENSG00000254503","",0.961059328921943,1.6388986430649,2.10221350526864,0.147086071181316,0.952263155089287,0
"12324","ENSG00000254505","CHMP4A",0.830579365679229,4.11898261453255,2.08890419056589,0.14837246256038,0.952263155089287,0
"12701","ENSG00000260136","",0.930648435618165,0.468127507824862,2.08383261268704,0.148865987191355,0.952263155089287,0
"12719","ENSG00000260284","TPSP2",0.818344758250716,2.34407588690292,2.09916809270817,0.147379306334905,0.952263155089287,0
"12725","ENSG00000260317","",-0.646727265740625,1.33655671755406,2.11275710314116,0.146075927101566,0.952263155089287,0
"13339","ENSG00000269066","",1.36922266803699,0.238690153287754,2.10372456510471,0.146940819425006,0.952263155089287,0
"13467","ENSG00000270640","",-0.88844456429619,0.468351424048862,2.1034226715247,0.146969826228932,0.952263155089287,0
"13754","ENSG00000273188","",0.566130678670548,1.50037203984469,2.11021881572455,0.146318394219152,0.952263155089287,0
"1126","ENSG00000088727","KIF9",0.438973053589969,2.74741435524682,2.07858841750012,0.149378260958302,0.952902817158481,0
"3674","ENSG00000128829","EIF2AK4",0.47202950615754,7.18360393349594,2.07808632079868,0.149427412165435,0.952902817158481,0
"4723","ENSG00000140092","FBLN5",0.619666611578037,1.31791014017745,2.07817727510231,0.14941850711899,0.952902817158481,0
"6257","ENSG00000161791","FMNL3",0.336820862437957,4.69428801840679,2.08027169720822,0.149213614751538,0.952902817158481,0
"7263","ENSG00000169249","ZRSR2",0.572216255589105,5.28331120569496,2.08053860713739,0.149187526402423,0.952902817158481,0
"10303","ENSG00000215908","CROCCP2",0.372712967771484,6.10120459321013,2.08168739054638,0.149075300667097,0.952902817158481,0
"12586","ENSG00000258904","",1.40998152730707,1.81424692912464,2.07761468683215,0.149473597967549,0.952902817158481,0
"506","ENSG00000060982","BCAT1",1.43670358085866,0.754241321094433,2.07183751597884,0.150040651741395,0.953148133273847,0
"1523","ENSG00000101096","NFATC2",0.436509643044388,4.49410976985394,2.06976338473822,0.150244829588806,0.953148133273847,0
"2553","ENSG00000113296","THBS4",-0.589603122398492,1.24540831197525,2.06705026087871,0.150512384520023,0.953148133273847,0
"4003","ENSG00000132821","VSTM2L",-0.653427279521631,8.84094250680586,2.06538314018036,0.150677055076645,0.953148133273847,0
"5701","ENSG00000153363","LINC00467",0.494914879948432,4.98701307459,2.06600752116858,0.150615357718848,0.953148133273847,0
"6314","ENSG00000162517","PEF1",-0.36648824892891,6.63335225545174,2.07164858161843,0.15005923747816,0.953148133273847,0
"6537","ENSG00000163931","TKT",-0.451924910370302,9.82022066202379,2.06911581899155,0.150308640428798,0.953148133273847,0
"7285","ENSG00000169490","TM2D2",-0.457860462878224,4.00339974397483,2.06880338515285,0.150339438481449,0.953148133273847,0
"7462","ENSG00000171135","JAGN1",-0.466266895827223,4.8824908379686,2.06389525392429,0.150824193817569,0.953148133273847,0
"8536","ENSG00000183527","PSMG1",-0.362174190999031,5.5050264714576,2.0639576113606,0.150818023957977,0.953148133273847,0
"9490","ENSG00000198399","ITSN2",0.455198338960184,8.21693169250192,2.0733991298099,0.14988713323901,0.953148133273847,0
"10473","ENSG00000224032","EPB41L4A-AS1",-0.380609352335695,5.24237641046605,2.06525680924804,0.150689541773273,0.953148133273847,0
"10781","ENSG00000227885","",0.661173605715236,0.874216741836404,2.07204843043227,0.150019906867022,0.953148133273847,0
"11596","ENSG00000238334",NA,0.935274161801052,0.0685492683156174,2.0664464462609,0.150572003039934,0.953148133273847,0
"12170","ENSG00000251411","",0.976198299743155,3.02744720163086,2.06720570951601,0.150497040393766,0.953148133273847,0
"12676","ENSG00000259925","",1.18624137626337,-0.0914601678199897,2.07477612301385,0.149751911682839,0.953148133273847,0
"13008","ENSG00000264038",NA,1.52811898526908,-0.0322153057228219,2.07130051075862,0.150093484511011,0.953148133273847,0
"13137","ENSG00000266621",NA,1.2502276765275,1.44959218416859,2.07589616541532,0.149642024560037,0.953148133273847,0
"13304","ENSG00000268401","",0.87632466691576,0.232195731361974,2.06550414570322,0.150665095847273,0.953148133273847,0
"2589","ENSG00000113719","ERGIC1",-0.526806113271591,7.69708894627392,2.06072518928553,0.151138227573423,0.953386570826503,0
"5849","ENSG00000155974","GRIP1",0.7473444518739,1.24869811601756,2.06211363279245,0.151000594253813,0.953386570826503,0
"8394","ENSG00000182158","CREB3L2",-0.580637769451765,7.65112154791776,2.06153328973886,0.15105810511169,0.953386570826503,0
"9825","ENSG00000204650","LINC02210",0.310113307092117,5.02309580892584,2.06085508288021,0.151125345492412,0.953386570826503,0
"5729","ENSG00000153922","CHD1",0.300686358660004,6.62054674225253,2.05727635081457,0.151480718029188,0.954674369972081,0
"6107","ENSG00000159899","NPR2",0.475289933257067,4.86545314201908,2.05784478540151,0.151424208635158,0.954674369972081,0
"5390","ENSG00000148334","PTGES2",-0.375316653544411,6.79481200034958,2.05584233710155,0.151623382747999,0.954701609802863,0
"11971","ENSG00000247092","SNHG10",0.459831128169542,4.23433939548843,2.05611526923731,0.151596218023841,0.954701609802863,0
"2654","ENSG00000114757","PEX5L",0.806145302345779,1.77357414044504,2.05514401136357,0.151692911659387,0.954703860794736,0
"2057","ENSG00000106479","ZNF862",-0.374031846675636,6.28369317598842,2.05351316095086,0.151855428169152,0.955202638189803,0
"5251","ENSG00000146416","AIG1",0.258294222234563,6.29369041373371,2.05290479327954,0.151916103332778,0.955202638189803,0
"13430","ENSG00000270084","GAS5-AS1",0.763828452838305,0.451205456170814,2.05226657570031,0.151979785064832,0.955202638189803,0
"2924","ENSG00000117519","CNN3",0.778359463047612,4.70997395085493,2.05025868327697,0.152180331017349,0.956027732681591,0
"2097","ENSG00000107021","TBC1D13",-0.317713340568195,5.3763262139096,2.04703529402222,0.15250290648834,0.956313091936427,0
"2211","ENSG00000108753",NA,1.25191197185198,0.0502977190898338,2.04720135458535,0.152486269335607,0.956313091936427,0
"5632","ENSG00000152439","ZNF773",0.408350150468248,4.13249743921643,2.04770986013348,0.152435336344498,0.956313091936427,0
"8438","ENSG00000182568","SATB1",0.554241923042273,4.12361763202712,2.04800259150927,0.152406024491089,0.956313091936427,0
"3189","ENSG00000121671","CRY2",-0.398828016597873,5.2566719015024,2.04613889301864,0.152592749965841,0.956441932347204,0
"1370","ENSG00000100106","TRIOBP",0.64881239975009,6.26629054203069,2.02349819504353,0.154881972854306,0.958006314999245,0
"1967","ENSG00000105677","TMEM147",-0.423883760222343,6.4716671374952,2.02525953617121,0.1547024914754,0.958006314999245,0
"2494","ENSG00000112305","SMAP1",0.764177673012016,5.67879651610488,2.03732837859601,0.153478999281115,0.958006314999245,0
"2724","ENSG00000115425","PECR",-1.096336164391,-0.0615991188062665,2.04228813884993,0.152979381780941,0.958006314999245,0
"4719","ENSG00000140009","ESR2",0.920597094106657,1.12082169785761,2.03078146254074,0.154141332613847,0.958006314999245,0
"4759","ENSG00000140525","FANCI",0.368775078813899,5.79243888983901,2.04215444304553,0.152992825323492,0.958006314999245,0
"5433","ENSG00000149212","SESN3",-0.523523981925892,5.58372967249321,2.025585856526,0.154669265216466,0.958006314999245,0
"5603","ENSG00000151914","DST",0.344814139599693,7.983281628649,2.02435109947583,0.154795032056045,0.958006314999245,0
"6071","ENSG00000159337","PLA2G4D",0.722418101296295,0.279481059331369,2.03779000289245,0.153432419949354,0.958006314999245,0
"6684","ENSG00000164713","BRI3",-0.409387373279166,7.82083049925482,2.02922917894963,0.154298847832151,0.958006314999245,0
"7213","ENSG00000168887","C2orf68",0.340309771872922,6.64931075803904,2.02581343467509,0.154646097778312,0.958006314999245,0
"7426","ENSG00000170791","CHCHD7",-0.297150519360055,6.25054718160562,2.02592128334057,0.154635120167484,0.958006314999245,0
"7553","ENSG00000171877","FRMD5",0.510483277927857,4.47424728259387,2.02556607201531,0.154671279464182,0.958006314999245,0
"7725","ENSG00000173567","ADGRF3",0.833764147914434,0.130165774842286,2.03256303229429,0.153960775714339,0.958006314999245,0
"8700","ENSG00000185105","MYADML2",0.778458584994881,0.377937215000825,2.03396242531122,0.15381911949372,0.958006314999245,0
"9124","ENSG00000196114","IFITM3P3",1.14799495640518,-0.186117822469692,2.04146210393035,0.1530624636663,0.958006314999245,0
"9418","ENSG00000197932",NA,-0.508716571668111,5.474859770009,2.03883760055526,0.153326773511255,0.958006314999245,0
"9738","ENSG00000204084","INPP5B",0.306702197445899,6.13094430137494,2.03588615176712,0.153624627778567,0.958006314999245,0
"10058","ENSG00000213190","MLLT11",0.527810317873926,2.19489146342852,2.0273998958412,0.154484705495933,0.958006314999245,0
"10628","ENSG00000225933","RPS14P5",1.58328259737665,0.769944088767593,2.02625658648606,0.154600996254937,0.958006314999245,0
"10765","ENSG00000227603",NA,0.809175469385544,1.75642287283293,2.02103972145187,0.155132887554218,0.958006314999245,0
"10985","ENSG00000230519","HMGB1P49",1.46472550934403,-0.0509152445706778,2.03640301165768,0.153572419975793,0.958006314999245,0
"11347","ENSG00000235052","",0.657172303199511,0.50901551731147,2.02208884670653,0.155025756214447,0.958006314999245,0
"11709","ENSG00000241120","HMGN1P8",1.35451508032691,0.0873838161508653,2.02124626520513,0.155111789714617,0.958006314999245,0
"11840","ENSG00000243417","RPS3AP18",0.822904830926102,0.106656527511432,2.02641041270703,0.15458534416819,0.958006314999245,0
"12048","ENSG00000249249","",0.790903786553386,0.560104783000054,2.02269243135604,0.154964159267641,0.958006314999245,0
"12115","ENSG00000250404",NA,0.939444747602279,4.64430313737256,2.03341232453726,0.153874786853878,0.958006314999245,0
"12257","ENSG00000253485","PCDHGA5",0.871977490275116,0.284441894777763,2.02511361273741,0.154717352163181,0.958006314999245,0
"12379","ENSG00000255306","",0.557330349960504,2.7072933898173,2.02196626335466,0.155038269470137,0.958006314999245,0
"12503","ENSG00000257698","GIHCG",-0.426241994761349,2.83720505389226,2.02845392638566,0.154377583564871,0.958006314999245,0
"12916","ENSG00000262003","",-1.37218222354937,0.442081766358009,2.0283827893542,0.154384810623669,0.958006314999245,0
"13228","ENSG00000267476","",1.07058726400776,1.08200499181406,2.03803446380887,0.153407759570457,0.958006314999245,0
"13727","ENSG00000273032","",0.987533902831176,0.384387950254337,2.03684318545398,0.153527974062546,0.958006314999245,0
"9741","ENSG00000204104","TRAF3IP1",0.331518775504544,5.18646833179009,2.01953293716958,0.155286899749109,0.958100040383192,0
"12806","ENSG00000260923","LINC02193",-0.818096920379152,1.25463924834334,2.01986465986594,0.155252978648986,0.958100040383192,0
"11280","ENSG00000234237",NA,1.33806989455155,0.476513564322556,2.01694849105817,0.155551466793222,0.959303549901718,0
"20","ENSG00000003137","CYP26B1",0.607557821576335,3.35642180882784,1.99357311173424,0.157967780023843,0.960647297348892,0
"420","ENSG00000051620","HEBP2",-0.278082941230617,6.5461555694922,2.01084962734858,0.156177832511485,0.960647297348892,0
"786","ENSG00000073910","FRY",-0.656137918396395,1.91044937291274,1.99399671249116,0.157923614564647,0.960647297348892,0
"1012","ENSG00000084072","PPIE",-0.323501428689981,5.91840703825338,1.99046829259712,0.158291923861523,0.960647297348892,0
"1267","ENSG00000095066","HOOK2",0.646088254897803,8.61624042869271,1.98364177253896,0.15900727875783,0.960647297348892,0
"1273","ENSG00000095321","CRAT",-0.436888746238409,5.79558973440009,2.00760360827781,0.15651237307599,0.960647297348892,0
"1387","ENSG00000100209","HSCB",0.403425039520759,4.04352696434487,1.99175686273803,0.158157305084882,0.960647297348892,0
"1705","ENSG00000103051","COG4",-0.277806001279376,7.11076315046295,1.99208188985799,0.158123369605238,0.960647297348892,0
"1760","ENSG00000103550","KNOP1",0.769093675400071,6.45344336748091,1.99985402672778,0.157314356529489,0.960647297348892,0
"1920","ENSG00000105341","DMAC2",-0.295602413254036,5.64289855038876,1.98365483509822,0.159005906416175,0.960647297348892,0
"2242","ENSG00000109099","PMP22",0.707471158394803,2.79486704350924,1.99326053230576,0.158000379185937,0.960647297348892,0
"2307","ENSG00000110057","UNC93B1",-0.325560780390337,7.28368351369052,1.99006420136479,0.158334166698987,0.960647297348892,0
"2742","ENSG00000115556","PLCD4",0.46097746941351,2.53773148596094,2.01274947241579,0.155982407916236,0.960647297348892,0
"2976","ENSG00000118507","AKAP7",0.444914313223557,2.52154143275968,2.00119451900171,0.15717529911043,0.960647297348892,0
"3256","ENSG00000122861","PLAU",0.536914895238879,7.44167319257529,1.97671718553969,0.159736672034177,0.960647297348892,0
"3576","ENSG00000127527","EPS15L1",0.298852995681088,5.78896591513797,1.97937313568493,0.159456461200228,0.960647297348892,0
"3686","ENSG00000129007","CALML4",0.383390373013224,4.31733288310706,2.00953114262358,0.156313619857019,0.960647297348892,0
"3950","ENSG00000132330","SCLY",0.534318132766624,3.12146351230779,1.97789916835672,0.159611900058999,0.960647297348892,0
"4394","ENSG00000136813","ECPAS",-0.358570331594002,7.07193721937331,1.99909676192773,0.157392974032447,0.960647297348892,0
"4648","ENSG00000139194","RBP5",0.566834721593395,2.41021888051622,1.97810842459576,0.159589822205131,0.960647297348892,0
"4783","ENSG00000140835","CHST4",0.905721496094121,1.21494029880553,1.9985367495528,0.157451141969188,0.960647297348892,0
"5370","ENSG00000148154","UGCG",0.52878730419316,5.33542115147814,1.98071401250929,0.159315207250626,0.960647297348892,0
"5445","ENSG00000149346","SLX4IP",0.773000362800227,-0.00769879777836742,1.98131474150072,0.15925196999093,0.960647297348892,0
"5743","ENSG00000154127","UBASH3B",0.841471594494385,0.141313452212591,1.98460274087254,0.158906356196037,0.960647297348892,0
"5816","ENSG00000155368","DBI",-0.363854162718171,6.81360572824182,1.98184955938285,0.159195695075398,0.960647297348892,0
"5857","ENSG00000156042","CFAP70",0.456399757036174,2.42869684672206,1.99022599194731,0.158317251916496,0.960647297348892,0
"6119","ENSG00000160062","ZBTB8A",0.59595973966194,4.6498325568631,2.00253483945622,0.157036399194403,0.960647297348892,0
"6162","ENSG00000160326","SLC2A6",-0.652769851092957,0.66082559277027,1.9994324892238,0.157358114080699,0.960647297348892,0
"6237","ENSG00000161395","PGAP3",-0.317939804988293,7.11678567048782,1.97965211911263,0.15942706009686,0.960647297348892,0
"6319","ENSG00000162545","CAMK2N1",0.325579517948641,4.01725436787202,2.00022511506899,0.157275847284074,0.960647297348892,0
"7067","ENSG00000167711","SERPINF2",0.630181124555814,2.81206654611392,1.99918814304211,0.157383484684371,0.960647297348892,0
"7144","ENSG00000168298","H1-4",-0.821865331432311,0.271645547497241,1.98434276081269,0.15893365255706,0.960647297348892,0
"7886","ENSG00000175287","PHYHD1",0.798830552142467,2.19821135444379,1.99166913293224,0.15816646621123,0.960647297348892,0
"8065","ENSG00000177614","PGBD5",0.615593753861282,1.60900668609047,1.98107967729259,0.159276711216655,0.960647297348892,0
"8235","ENSG00000179750","APOBEC3B",0.918766093923134,3.03785893243373,1.98879404519745,0.158467029659836,0.960647297348892,0
"8431","ENSG00000182511","FES",0.703675726414723,1.20279349665064,1.98150619439589,0.15923182222199,0.960647297348892,0
"8516","ENSG00000183323","CCDC125",0.280842520902214,5.53894916782741,2.00173503711749,0.157119267411182,0.960647297348892,0
"8738","ENSG00000185432","METTL7A",0.472249388264678,5.02265285883015,2.00625070223457,0.156652046321913,0.960647297348892,0
"8802","ENSG00000185950","IRS2",-0.485005538605984,4.93591891463705,1.99186679971564,0.158145825841559,0.960647297348892,0
"9015","ENSG00000188375","H3-5",0.765159153752633,-0.0677078993779062,1.98388296162219,0.158981941806046,0.960647297348892,0
"9689","ENSG00000203423",NA,1.44387294490514,-0.121578954008545,1.98338543643546,0.159034211944846,0.960647297348892,0
"9773","ENSG00000204314","PRRT1",0.512064676882559,2.99386983745707,1.97692413350438,0.159714818260645,0.960647297348892,0
"10151","ENSG00000213981","",1.07421668059857,0.0348004426913939,2.00225997697516,0.157064872331511,0.960647297348892,0
"10352","ENSG00000220749","RPL21P28",0.654834009421219,3.78550842469634,2.01390080626647,0.155864112913528,0.960647297348892,0
"10610","ENSG00000225693","LAGE3P1",0.988337045486364,0.966034560052942,1.97730651658586,0.159674447438181,0.960647297348892,0
"10651","ENSG00000226180","",0.744456728049356,1.14742592259014,1.99885967726453,0.157417596801466,0.960647297348892,0
"11447","ENSG00000236337","FMR1-IT1",1.06319657976857,1.90277599407106,1.98573148189475,0.158787906951823,0.960647297348892,0
"11452","ENSG00000236431","",-0.689359928534941,0.730731269491991,1.99648448535288,0.157664517650097,0.960647297348892,0
"11744","ENSG00000241738","ZNF90P1",1.53977640664466,0.673009417105683,2.00155619548359,0.157137804147718,0.960647297348892,0
"12052","ENSG00000249307","LINC01088",0.668617029453264,0.357660682259141,1.98527825963281,0.158835455681569,0.960647297348892,0
"12130","ENSG00000250614","",1.17067274921718,1.86860459852279,2.00806428865625,0.156464844994425,0.960647297348892,0
"12207","ENSG00000252147","RNY3P16",1.10728246389698,0.4002613177895,1.99923162962305,0.157378969107676,0.960647297348892,0
"12529","ENSG00000258297",NA,0.349699269744969,5.96928551919508,1.98738604272446,0.158614460118001,0.960647297348892,0
"12991","ENSG00000263657","",1.23856005842625,3.6922210190947,1.997556982183,0.157552968242559,0.960647297348892,0
"13092","ENSG00000265666","RARA-AS1",-0.54955092121484,2.23926017864533,1.98003374449904,0.159386851906643,0.960647297348892,0
"13341","ENSG00000269086","",0.759473817404494,0.903347095686608,2.01178840182907,0.15608123220648,0.960647297348892,0
"13699","ENSG00000272894","",0.513352812662202,2.02588838516259,1.98255155326621,0.159121863825387,0.960647297348892,0
"746","ENSG00000072506","HSD17B10",-0.427370166009819,5.83282879190192,1.97132114985716,0.160307699169857,0.961149810574444,0
"2047","ENSG00000106397","PLOD3",-0.271796395468819,7.10036889658962,1.97358335347259,0.16006802236377,0.961149810574444,0
"7382","ENSG00000170365","SMAD1",0.431401948630225,3.64066744883414,1.97500483990614,0.15991762702681,0.961149810574444,0
"8088","ENSG00000177879","AP3S1",-0.389839604166367,6.30576429805054,1.97239715421608,0.160193647304835,0.961149810574444,0
"9255","ENSG00000196911","KPNA5",0.381221373311016,4.62128412182061,1.97376829296598,0.160048446381648,0.961149810574444,0
"11608","ENSG00000239024",NA,1.45317872841643,0.934645568639586,1.97147743207085,0.160291128181754,0.961149810574444,0
"11802","ENSG00000242716",NA,-0.854082327820048,4.17376526175161,1.97248002350424,0.160184867348996,0.961149810574444,0
"11376","ENSG00000235411","DRG1P1",1.01714460120074,1.34814083687768,1.96969161298617,0.160480599309498,0.961768663338989,0
"439","ENSG00000054267","ARID4B",0.519201590581089,7.5467447721752,1.95873725611357,0.161648431049695,0.961784146616596,0
"1002","ENSG00000083444","PLOD1",-0.343686738512449,7.01783348572325,1.966091001512,0.160863392117112,0.961784146616596,0
"1934","ENSG00000105438","KDELR1",-0.325603470705322,7.8004502868281,1.96300996087022,0.161191774083996,0.961784146616596,0
"2115","ENSG00000107537","PHYH",-0.497441406566283,5.91960185699301,1.96070071211524,0.161438398396685,0.961784146616596,0
"2934","ENSG00000117614","SYF2",0.395893839611373,7.06219550638244,1.96194879633762,0.161305051484097,0.961784146616596,0
"3194","ENSG00000121769","FABP3",0.792055298193171,2.86427730668996,1.96805885520929,0.160654054355121,0.961784146616596,0
"3635","ENSG00000128394","APOBEC3F",0.389765637207486,3.40621013995326,1.96248075812977,0.161248254181103,0.961784146616596,0
"3953","ENSG00000132359","RAP1GAP2",0.533086704864825,2.38553757954574,1.96569998121182,0.16090502537314,0.961784146616596,0
"4546","ENSG00000138079","SLC3A1",0.909742469733968,2.07874321373951,1.9603821497931,0.161472454135063,0.961784146616596,0
"4574","ENSG00000138363","ATIC",-0.354253524695018,7.67068898943268,1.95779138050952,0.161749723424283,0.961784146616596,0
"4828","ENSG00000141404","GNAL",-0.485604046711833,1.94761771416784,1.96504396370494,0.160974901370567,0.961784146616596,0
"5769","ENSG00000154537",NA,-1.03175190852645,0.227438570177715,1.95969274369999,0.161546182784957,0.961784146616596,0
"5991","ENSG00000158113","LRRC43",0.965398061277935,0.304677677233535,1.96232873306825,0.161264483495932,0.961784146616596,0
"8702","ENSG00000185122","HSF1",-0.292114725952185,6.95861301725534,1.95843533136187,0.161680755847682,0.961784146616596,0
"10520","ENSG00000224616","RTCA-AS1",0.595503986629227,0.347581301910726,1.957255086145,0.161807186526861,0.961784146616596,0
"11421","ENSG00000235989","MORC2-AS1",1.2190390711059,-0.283727814902233,1.96066033434814,0.161442714507448,0.961784146616596,0
"11432","ENSG00000236138","DUX4L26",1.32677959459837,0.156912960020769,1.95979930092023,0.161534784497353,0.961784146616596,0
"12374","ENSG00000255200","PGAM1P8",0.743765584728585,1.58156708154784,1.96686976068875,0.160780511561713,0.961784146616596,0
"13769","ENSG00000273265","CNNM3-DT",0.587927780380277,0.314569673641086,1.96459133604094,0.161023133374396,0.961784146616596,0
"2534","ENSG00000112977","DAP",-0.632723565122599,7.5041368192026,1.95610203841559,0.161930812656488,0.961944404129719,0
"8893","ENSG00000186919","ZACN",0.82585180811918,0.816538589121692,1.95570376113906,0.161973539718698,0.961944404129719,0
"6956","ENSG00000166888","STAT6",0.330949025746504,8.71170751426493,1.9546045849621,0.162091525738142,0.96223107020982,0
"2918","ENSG00000117475","BLZF1",0.383408873035239,5.74707619611163,1.95167191370079,0.162406799975566,0.963688157034724,0
"1580","ENSG00000101470","TNNC2",0.938051191929146,1.24799533598526,1.95014478674623,0.162571249430685,0.963835216770754,0
"5491","ENSG00000149948","HMGA2",0.363192710681276,5.12280067528198,1.95037737992068,0.162546190251485,0.963835216770754,0
"1285","ENSG00000096088","PGC",-1.37607032911568,3.80861195705509,1.9459768936755,0.163021039187412,0.964719798893508,0
"8898","ENSG00000187017","ESPN",-0.432492773345279,3.90614068259431,1.94533448862007,0.163090492387609,0.964719798893508,0
"11273","ENSG00000234139","",1.13452099360981,0.535844916277805,1.94719704701216,0.162889216063028,0.964719798893508,0
"12072","ENSG00000249700","SRD5A3-AS1",0.594148164006443,3.66295718571739,1.94514548265605,0.163110933074449,0.964719798893508,0
"13158","ENSG00000266947","",0.489502722807438,1.98854562218113,1.94487828019326,0.163139835575819,0.964719798893508,0
"13202","ENSG00000267288","",0.592155579638143,3.14836709530678,1.94557899471083,0.163064053791182,0.964719798893508,0
"1044","ENSG00000085662","AKR1B1",-0.398555499757481,5.81364926293671,1.94272442755953,0.163373025117898,0.965271615015936,0
"4631","ENSG00000139044","B4GALNT3",0.444348245652962,6.62465504028559,1.94330107192709,0.163310556709415,0.965271615015936,0
"4064","ENSG00000133612","AGAP3",-0.349907588578249,8.30613495702417,1.94150057728699,0.163505696364638,0.965642114345198,0
"52","ENSG00000005238","FAM214B",0.326756574894678,6.11522130270657,1.9388723697944,0.163791022745239,0.966087049542645,0
"7909","ENSG00000175592","FOSL1",0.464357058380364,8.05075657267915,1.93905723959705,0.163770934119708,0.966087049542645,0
"12922","ENSG00000262165","",-0.72426547048787,0.352103602427265,1.93912289933401,0.163763799971049,0.966087049542645,0
"866","ENSG00000077044","DGKD",-0.370245595099849,7.90055584753098,1.9370809629412,0.163985829396216,0.966410084255582,0
"1723","ENSG00000103199","ZNF500",0.522405411410125,4.53506427151155,1.93720412315954,0.163972427860502,0.966410084255582,0
"10603","ENSG00000225514","MTND1P34",1.44153368071391,0.330472302105476,1.93626694570663,0.164074437208196,0.966519582734754,0
"6356","ENSG00000162843","WDR64",0.77717805382848,0.354804086843494,1.93520201938213,0.164190439707881,0.966790293877205,0
"9104","ENSG00000189266","PNRC2",1.47473425439733,1.50952867283957,1.93381428172007,0.164341746727202,0.966856261009739,0
"10136","ENSG00000213885","RPL13AP7",0.603735380255438,3.39016785025172,1.9339375450433,0.16432830070521,0.966856261009739,0
"1647","ENSG00000102287","GABRE",0.442715620730723,7.07684670387951,1.93291729598345,0.164439631142694,0.967019935675953,0
"423","ENSG00000052344","PRSS8",-0.513812291305723,8.76938047402426,1.92767920013106,0.16501257585121,0.967257629102576,0
"1385","ENSG00000100206","DMC1",0.695794084740275,1.22141483150233,1.92823430096217,0.164951750753581,0.967257629102576,0
"2440","ENSG00000111752","PHC1",0.468261375317372,4.27927491817862,1.92614462541498,0.165180860150324,0.967257629102576,0
"4368","ENSG00000136531","SCN2A",1.03839057599396,1.55509977968808,1.92636465026558,0.165156719771971,0.967257629102576,0
"4865","ENSG00000141738","GRB7",0.297604352947867,5.99465753240909,1.92636112148202,0.165157106906269,0.967257629102576,0
"6547","ENSG00000163961","RNF168",0.280938809986416,5.91147570275764,1.92805750371753,0.164971120505069,0.967257629102576,0
"7606","ENSG00000172382","PRSS27",0.490131216237828,4.04785267183276,1.92913047210586,0.164853607010869,0.967257629102576,0
"10344","ENSG00000219626","FAM228B",0.5148133220182,3.41017856778879,1.93160941636205,0.164582474169814,0.967257629102576,0
"10724","ENSG00000227070","EPS15-AS1",0.65740708015246,0.481660545859609,1.92837667185332,0.164936154613222,0.967257629102576,0
"11192","ENSG00000233017","",-0.939541712040926,0.116219366844373,1.93043774018595,0.164710561877184,0.967257629102576,0
"10244","ENSG00000215021","PHB2",-0.378216567668968,7.75355125720289,1.92530070083154,0.165273490110886,0.967389614296202,0
"3152","ENSG00000120915","EPHX2",-0.689884129656617,2.72906876155679,1.92342453472502,0.165479632786334,0.967800812173137,0
"8227","ENSG00000179593","ALOX15B",-1.56297133091918,5.17628120780399,1.92085424356783,0.165762519642251,0.967800812173137,0
"10185","ENSG00000214309","MBLAC1",-0.493659062668379,2.6182452472277,1.92161561968615,0.165678664785393,0.967800812173137,0
"11031","ENSG00000231081","",0.680625572129649,0.963340575604975,1.92085566484822,0.165762363063008,0.967800812173137,0
"11946","ENSG00000245748","",0.915670744293418,1.0540825838766,1.92069313550168,0.165780269649901,0.967800812173137,0
"12568","ENSG00000258735","LINC00637",0.985995534738629,0.65636987667387,1.91956426204911,0.16590470378218,0.967800812173137,0
"13080","ENSG00000265344",NA,1.46743367108285,0.674706485017683,1.92008365826233,0.165847438201555,0.967800812173137,0
"13773","ENSG00000273295","",0.964717009310546,-0.103195300335905,1.92105729380887,0.165740151771322,0.967800812173137,0
"9568","ENSG00000198799","LRIG2",0.373666855462465,5.32146356119977,1.91763847688793,0.166117227096831,0.968222115029756,0
"12545","ENSG00000258512","LINC00239",0.603060192526224,1.22961005103759,1.9178614480135,0.166092604798558,0.968222115029756,0
"8952","ENSG00000187790","FANCM",0.443399556492475,3.90901687294026,1.91518872449851,0.166388024057285,0.969353454733335,0
